operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      3.0 and up    ,Puzzle,Fit the shapes into all the empty spaces. Fill an entire row to wipe it out and gain points.,,,"  1,000 - 5,000  ",24-Feb-16,3, 26M  ,,18,4.6,Qubed Game
      2.3 and up    ,Educational,"Horse Care - Mane Braiding,Done with the normal braided hair spa salon? This is a special sequel! A horse braided hair spa salon! How great is that? Now you can give the pony a special braided hairstyle and be a hairdresser for horses! For now you can braid the mane of the horse and later we can do braiding of the pony tail. Brush the horse mane and follow the tutorial to make the most beautiful hairdos for ponies you have learned on horse camp. The most horse riders love also to do the hair of your pony and make good hairdos. Be an amazon but first you go braiding the manes in different braids and hairstyles. For now you only can make normal braids with button braids or you also can call it knob braids. Later we will add: french braid, continental braid and scalloped mane. There are so many different braids and hairstyles for horses, you want to learn it all! Here you can learn the hairdos and later you can make those braids by your own horse or pony. It’s a sort of beauty salon but then in the stable for your pony.      ","Play now with even more fun!,We added:,- A Brandnew way of braiding!,- Beautiful shop with lots of horses to take care of,Have fun!",,"  5,000 - 10,000  ",23-Feb-16, 1.0.1  , 46M  ,,67,3.9,Horse Care - Mane Braiding
      2.3 and up    ,Adventure," is a challenging, thrilling , adventure!,Explore 5 different worlds and run through 100 smooth and colorful levels!",,,"  100,000 - 500,000  ",25-Feb-16,1.7, 4.9M  ,,813,4,Temple Adventurer Runner 2016
      4.0.3 and up    ,Casino,,#NAME?,,"  5,000 - 10,000  ",4-Feb-16, 1.4.1  , 34M  ,,105,4.1,Slot Machines ™
      2.3 and up    ,Puzzle,"You have to find five hidden objects in the picture. ,The game is suitable for any age. ,Do not forget to use the hint button.",,,"  1,000 - 5,000  ",11-Feb-16, 1.0.0  , 36M  ,,42,4.5,Lost adventures Hidden Objects
      4.0 and up    ,Action,"“Marty McFly would certainly approve” -The Guardian,“Power Hover grabs hold and never lets go” (5/5) -Stuff tv,“The simple visuals are some of the best I've seen this year” (Silver award) -Pocketgamer,“Practically begs you to hit the replay button” (4.5/5) -148apps,“The physics and gameplay are awesome” (95/100) -Duuro Magazine",,,"  10,000 - 50,000  ",29-Feb-16, 1.3.9  , 57M  ,,697,4.5,Power Hover
      2.3 and up    ,Casino,Gold of Vegas Slot Machines is the best ever Vegas themed free slots game. It comes packed with all the luxuries you’ll find in a brick and mortal Vegas casino. ,,,"  10,000 - 50,000  ",4-Feb-16,,,,"1,657",4.3,Gold of Vegas Slot Machines
      2.3.3 and up    ,Arcade,Amazing Graphics and Character will blow your mind.,,,"  10,000 - 50,000  ",4-Feb-16,3, 10M  ,,"1,529",4,Jump  Cube
      2.2 and up    ,Pretend Play,"Teddy Bear Machine 2 is the sequel of the famous Teddy Bear Machine, which got over 3 million downloads! ",,,"  10,000 - 50,000  ",7-Feb-16,1.5, 5.7M  ,,121,4,Teddy Bear Machine 2 Claw Game
      4.0 and up    ,Adventure,"Try the game for free and, if you like it, you’ll OWN it for life with a ONE TIME unlock!,NO virtual items, NO subscriptions, NO coins & gems!,*********************************************************************",Minor bugfixes,,"  5,000 - 10,000  ",25-Feb-16,1.3, 891M  ,Top Developer,"1,007",4.3,Puppet Show: Destiny (Free)
      3.2 and up    ,Arcade,"This is the #1 App seed for Minecraft Pocket Edition! With mine seeds you can browse over 500+ minecraft seeds for all version of minecraft game. Using extremely simple, You just copy the code seeds and then on game minecraft create a new world with seed copied code!,This app are huge collection of seeds for minecraft. For each seed corresponding to the map minecraft such as caves map, cities map, castles map, adventure map ... you will satisfied to discover,Minecraft app will open automatically with your new map installed & ready to play!",,,"  1,000 - 5,000  ",22-Feb-16,1, 2.3M  ,,47,3.7,Seeds for Minecraft PE
      2.3 and up    ,Simulation,Zoey has planned to teach her kids to clean their kitchen. Clean the left overs from table and put them in the basket. Put things in order. Enjoy this f unfilled game.,,,"  10,000 - 50,000  ",8-Feb-16, 1.1.1  , 30M  ,,99,3.7,My Kitchen - Clean Up
      2.3.3 and up    ,Casual,"Without much further ado, Victoria and Steve continue to their next journey. Mexico has surprised them by its beauty and warmth. But what secrets does the birthplace of the Aztecs holds?",,,  10 - 50  ,22-Feb-16, 1.0.7  , 51M  ,,3,4.7,Victoria Aztec Hidden Object
      2.3 and up    ,Music,"Fast Wave Piano Tiles 3 Dj Mix Pad Note might be the follow-up for the greatly popular game Piano Tiles (Don't Tap the White-colored Tile). New action, ,first-class appear quality together with a worldwide competition mode provide your fingers a fast paced thrill while using elegance of piano playing!,We are recruiting fans of Piano Tiles 3, please add our Google Hangouts: ,Added login feature to permit synchronization of game data and competition with pals,Brand-new action,Features,What's new:,- Great design in ""piano"" style with hints of pricey mahogany, imagine yourself utilizing a classic luxury piano.,- New action.,- Global competition mode, challenge yourself while others, make an effort to finish up to be the best.,- Results talking about.,- New high quality sounds, new tunes.,Game goals:,- Achieve towards the finish of song.,- Collect coins and sapphires and open new tunes.,- Score points, challenge yourself while others.,- Get experience, open new levels.,- Play bonus level after each tune completion.,- What's new in Piano Tiles 3  5 Note (Don't Tap The White-colored Tile 2) :,The Easiest Method To Play Rules are pretty easy: participate in the piano, do not touch the whitened-colored sheets. Sounds easy, right,Follow us,◈◈◈ downloaded over 160 million times worldwide ◈◈◈.,◈◈◈ than 1.2 million people played the game five stars in Google Play Store ◈◈◈.,◈◈◈ not looking imitation versions. Enjoy original version has ◈◈◈.,Enjoy your favorite game, while Sabzira creates Piano Tiles 3 for you.","Update New Mode,Update Piano Tiles 3 Dj Mix Pad Five Note",,"  5,000 - 10,000  ",18-Feb-16,2.2, 2.8M  ,,531,4.6,Piano Tiles 3
      1.5 and up    ,Adventure,"PJ Bubble Masks is classic bubble shooter game for kids , easy to play and beautiful graphic and hq icon.",,,  50 - 100  ,24-Feb-16,1.8, 9.3M  ,,2,4,PJ Bubble Masks
      2.3 and up    ,Puzzle,"Can you fight and solve your way to freedom from an obsessed, love-struck sheep? Escape the Year of the Sheep using your puzzle solving skills! Can you Escape Love : A Zodiac Story is a unique point and click style, escape the room survival game unlike any other!",,,"  500 - 1,000  ",17-Feb-16, 1.0.4  , 16M  ,,73,4.5,Can You Escape Love?
      3.0 and up    ,Simulation,"In this game, you are subway driver in New York City.,This game have high HW requirements, due to 3D models complexity.,We are still trying to optimize this game also for low-end device, but it takes a really long time.,If you have low-end device and have problem with fluency or crashes, please donť rate us bad. Unlike other sophisticated simulators, this game is free so please take it into consideration.,Minimum RAM amount on your phone is needed: 1 GB,> Station ""City Hall"" is not in service, you just pass the station without stop,If you have problem with fluency, or bugs, you can try to move this app to your SD card. Some users also have problem with app when they put acceleration/brake lever on 100%.","- Bug fixes,- Optimized perfomance (not for low-end),- Settings menu added",,"  5,000 - 10,000  ",8-Feb-16,1.1, 185M  ,,396,3.7,Subway Simulator New York
      2.3 and up    ,Role Playing,"++++ THE Hottest PVP RPG!! Original Features Appearance!! ++++,Bring you to Fuyuki City to find your own team seeking for Holy Grail. This is a call of mission about Holy Grail War! Only courage can bring your team to the final glory.,—Masters and Serva",,,"  5,000 - 10,000  ",1-Feb-16, 1.0.0  , 135M  ,,147,3.8,Master Creed
      2.3.3 and up    ,Word,"Look at 4 photos or 4 words and find the one that doesn't belong in the group. Easy enough, right? But wait, your job is not done yet! Now you need to guess the word that describes what these 3 clues have in common. Sometimes you see it right away, sometimes the answer is not that obvious. Try to find these words and solve all levels! You can tap any picture to zoom in for a closer look. If you like quiz and word games, you'll enjoy this fantastic brain teaser.",,,"  10,000 - 50,000  ",9-Feb-16, 1.0.1  , 41M  ,Top Developer,561,4.4,Word Imposter
      2.3 and up    ,Simulation,"Extreme Motorbike Jump 3D is a fast and exciting huge open world motorbike driving simulator, you ride and race on super fast motorbikes. Be a talented motorbike driver in Extreme Motorbike Jump 3D, go incredibly fast with super charged nitro so you can jump the bike off huge stunt ramps and climb up tricky platforms to get to some tough places.",,,"  10,000 - 50,000  ",10-Feb-16,1, 55M  ,,192,3.8,Extreme Motorbike Jump 3D
      2.3 and up    ,Casual,"Walk in one of the fantastic arcade rooms and check out all the astonishing game machines.,You will find all sorts of games, ranging from funny match-3 games, amazing space racing, old fashion arcade games and much more.,There is something for all taste",,,"  10,000 - 50,000  ",8-Feb-16,1, 60M  ,,67,4,Boys & Girls Games Collection
      2.3 and up    ,Puzzle,Escape Games Day-221 is a point and click escape game developed by JoyArrows.It has contains scenes of Car Shed.In that game have to Escape with Treasure on Car Shed.In this Game contains some hidden objects and simple puzzles.You have to find the objects where it is hidden and have to solve the puzzles to Escape with Treasure on Car Shed.Are you to ready to play the game.Use your smart skills.All the best.Have more fun.,,,"  500 - 1,000  ",24-Feb-16, v1.0.0  , 2.2M  ,,78,4.4,Escape Games Day-221
      2.3 and up    ,Simulation,Enter into the wild jungle and spend your life as a real black panther in heavy snow with cool breeze. Are you ready to experience the life of wild black panther over snowy mountains when snow blizzard has covered all the hills? Perhaps this is not an easy task because you are not the king of jungle.,,,"  1,000 - 5,000  ",2-Feb-16,1, 49M  ,,34,3.8,Black Panther Simulator 2016
      1.6 and up    ,Adventure,"Help Boy Soccer Run to collect more coins while avoiding objects.,Enjoy the incredible world with Boy Soccer Run by jumping over the obstacle and collect as much as possible of coins to reach the highest score.",,,"  1,000 - 5,000  ",10-Feb-16,1, 15M  ,,6,3.5,Boy Caillou Soccer Run
      1.6 and up    ,Arcade,"Geometry dash is the Best platform adventure for your Android. Enjoy the platform Awesome levels that we made for you!,Geometry Dash this fun and amazing adventure game is better than ever and will surely be what you are looking for.,Like side scrolling adventure that will rock you through 18 levels of challenging running and jumping.,This retro-gaming classic will turn your Geometry dash - loving heart on end!,To play you simple touch the screen to jump and touch quickly twice to double jump.,You can jump over your enemies to kill them and your goal is to guide Geometry dash to the end.,Download Geometry dash now! It is a fun game for everyone. Try it out and enjoy!","Add Google Analytics.,Add New 20 levels in First World.",,"  1,000 - 5,000  ",14-Feb-16,2, 16M  ,,104,3.1,Geometry Dash 2016
      2.3.3 and up    ,Simulation,What is better then protecting your country's borders ?,"• Many Up-to-date Police cars to unlock,• Upgrade your car to perform difficult missions with ease.,• Realistic car physics.,• Realistic border area 3d environment.,• Smooth controls,• Thrilling gameplay",,,29-Feb-16,1.1, 42M  ,,195,4.2,Border Police Adventure Sim 3D
